,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
66,66,Norway,8745,0,248,4,8138,359,7
67,67,Sudan,8698,118,533,12,3460,4705,0
68,68,Malaysia,8587,15,121,0,8177,289,2
69,69,Ivory Coast,7492,0,54,0,3068,4370,0
70,70,Australia,7474,13,102,0,6903,469,2
71,71,Finland,7144,1,327,1,6400,417,2
72,72,Uzbekistan,6401,86,19,0,4450,1932,18
73,73,Senegal,5970,82,86,2,3953,1931,21
74,74,DRC,5924,98,135,5,856,4933,0
75,75,Tajikistan,5457,0,52,0,3995,1410,0
76,76,Haiti,5211,134,88,0,24,5099,0
77,77,North Macedonia,5196,90,247,9,1974,2975,55
78,78,Guinea,4988,0,27,0,3669,1292,24
79,79,El Salvador,4808,182,107,9,2655,2046,149
80,80,Kenya,4797,59,125,2,1680,2992,7
81,81,Ethiopia,4663,131,75,1,1297,3291,38
82,82,Djibouti,4599,17,48,3,3952,599,0
83,83,Gabon,4428,0,34,0,1750,2644,9
84,84,Luxembourg,4120,0,110,0,3956,54,1
85,85,Hungary,4102,8,572,2,2590,940,14
86,86,Venezuela,3917,0,33,0,835,3049,6
87,87,Bulgaria,3905,0,199,0,2074,1632,13
88,88,Bosnia and Herzegovina,3525,94,171,2,2270,1084,4
89,89,Kyrgyzstan,3356,205,40,3,2021,1295,30
90,90,Greece,3287,21,190,0,1374,1723,9
91,91,Thailand,3151,3,58,0,3022,71,1
92,92,Mauritania,2984,0,111,0,811,2062,11
93,93,CAR,2808,0,23,0,472,2313,2
94,94,Somalia,2779,0,90,0,782,1907,2
95,95,French Guiana,2441,0,6,0,930,1505,14
96,96,Mayotte,2434,30,31,0,2188,215,11
97,97,Croatia,2336,19,107,0,2142,87,0
98,98,Cuba,2315,3,85,0,2113,117,1
99,99,Costa Rica,2213,0,12,0,1032,1169,4
100,100,Maldives,2203,0,8,0,1803,392,9
101,101,Albania,1995,33,44,0,1159,792,10
102,102,Estonia,1981,0,69,0,1765,147,1
103,103,Mali,1961,28,111,2,1266,584,0
104,104,Sri Lanka,1950,0,11,0,1526,413,1
105,105,South Sudan,1892,0,34,0,169,1689,2
106,106,Nicaragua,1823,0,64,0,1238,521,0
107,107,Iceland,1823,0,10,0,1805,8,0
108,108,Lithuania,1801,3,76,0,1475,250,16
109,109,Equatorial Guinea,1664,0,32,0,515,1117,0
110,110,Madagascar,1640,44,15,1,692,933,8
111,111,Lebanon,1603,16,32,0,1077,494,8
112,112,Slovakia,1588,1,28,0,1447,113,0
113,113,Guinea-Bissau,1541,0,17,0,153,1371,5
114,114,Slovenia,1521,1,109,0,1376,36,1
115,115,New Zealand,1513,2,22,0,1482,9,0
116,116,Zambia,1430,0,11,0,1194,225,1
117,117,Paraguay,1379,0,13,0,871,495,1
118,118,Sierra Leone,1327,0,55,0,788,484,0
119,119,Hong Kong,1162,30,5,0,1078,79,2
120,120,Tunisia,1159,2,50,0,1020,89,0
121,121,Latvia,1111,0,30,0,903,178,1
122,122,Niger,1036,0,67,0,911,58,0
123,123,Jordan,1033,0,9,0,739,285,3
124,124,Cyprus,986,0,19,0,824,143,4
125,125,Palestine,975,142,3,0,439,533,0
126,126,Yemen,941,0,256,0,347,338,0
127,127,Georgia,908,2,14,0,761,133,5
128,128,Burkina Faso,903,0,53,0,814,36,0
129,129,Cabo Verde,890,0,8,0,413,469,0
130,130,Congo,883,0,27,0,391,465,0
131,131,Uruguay,876,0,25,0,814,37,4
132,132,Chad,858,0,74,0,752,32,0
133,133,Andorra,855,0,52,0,796,7,8
134,134,Benin,807,42,13,0,253,541,2
135,135,Uganda,774,4,0,0,631,143,0
136,136,Malawi,749,19,11,0,258,480,4
137,137,Mozambique,733,0,5,0,181,547,0
138,138,Rwanda,728,0,2,0,359,367,0
139,139,Diamond Princess,712,0,13,0,651,48,4
140,140,Sao Tome and Principe,698,0,12,0,203,483,0
141,141,San Marino,697,1,42,0,627,28,0
142,142,Malta,665,0,9,0,617,39,0
143,143,Jamaica,659,2,10,0,516,133,1
144,144,Eswatini,635,0,5,0,285,345,5
145,145,Liberia,626,0,34,0,254,338,0
146,146,Libya,571,0,10,0,103,458,0
147,147,Channel Islands,570,0,48,0,512,10,0
148,148,Togo,569,0,13,0,375,181,2
149,149,Tanzania,509,0,21,0,183,305,7
150,150,Réunion,506,0,1,0,460,45,2
151,151,Zimbabwe,489,0,6,0,64,419,0
152,152,Taiwan,446,0,7,0,435,4,0
153,153,Montenegro,362,0,9,0,315,38,0
154,154,Vietnam,349,0,0,0,327,22,1
155,155,Mauritius,340,3,10,0,326,4,0
156,156,Isle of Man,336,0,24,0,312,0,0
157,157,Suriname,314,0,8,0,106,200,2
158,158,Myanmar,290,0,6,0,200,84,0
159,159,Comoros,247,0,5,0,159,83,0
160,160,Martinique,236,0,14,0,98,124,0
161,161,Syria,219,15,7,0,83,129,0
162,162,Mongolia,213,7,0,0,153,60,8
163,163,Cayman Islands,195,0,1,0,143,51,0
164,164,Faeroe Islands,187,0,0,0,187,0,0
165,165,Guyana,184,0,12,0,103,69,1
166,166,Angola,183,0,9,0,77,97,1
167,167,Gibraltar,176,0,0,0,176,0,0
168,168,Guadeloupe,174,0,14,0,157,3,0
169,169,Bermuda,146,0,9,0,132,5,2
170,170,Burundi,144,0,1,0,93,50,0
171,171,Eritrea,143,0,0,0,39,104,0
172,172,Brunei ,141,0,3,0,138,0,0
173,173,Cambodia,129,0,0,0,127,2,1
174,174,Trinidad and Tobago,123,0,8,0,109,6,0
175,175,Bahamas,104,0,11,0,77,16,1
176,176,Aruba,101,0,3,0,98,0,0
177,177,Monaco,100,0,4,0,94,2,0
178,178,Barbados,97,0,7,0,85,5,1
179,179,Botswana,89,0,1,0,25,63,1
180,180,Liechtenstein,83,1,1,0,69,13,1
181,181,Sint Maarten,77,0,15,0,62,0,0
182,182,Bhutan,68,0,0,0,32,36,0
183,183,Namibia,63,8,0,0,21,42,1
184,184,French Polynesia,60,0,0,0,60,0,0
185,185,Macao,45,0,0,0,45,0,0
186,186,Saint Martin,42,0,3,0,36,3,1
187,187,Gambia,37,0,2,0,24,11,0
188,188,St. Vincent Grenadines,29,0,0,0,26,3,0
189,189,Antigua and Barbuda,26,0,3,0,22,1,1
190,190,Timor-Leste,24,0,0,0,24,0,0
191,191,Curaçao,23,0,1,0,19,3,0
192,192,Grenada,23,0,0,0,23,0,0
193,193,Belize,22,0,2,0,17,3,0
194,194,New Caledonia,21,0,0,0,21,0,0
195,195,Laos,19,0,0,0,19,0,0
196,196,Saint Lucia,19,0,0,0,18,1,0
197,197,Dominica,18,0,0,0,18,0,0
198,198,Fiji,18,0,0,0,18,0,0
199,199,Saint Kitts and Nevis,15,0,0,0,15,0,0
200,200,Turks and Caicos,14,0,1,0,11,2,0
201,201,Falkland Islands,13,0,0,0,13,0,0
202,202,Greenland,13,0,0,0,13,0,0
203,203,Vatican City,12,0,0,0,12,0,0
204,204,Lesotho,12,8,0,0,2,10,0
205,205,Montserrat,11,0,1,0,10,0,0
206,206,Seychelles,11,0,0,0,11,0,0
207,207,Western Sahara,10,1,1,0,8,1,0
208,208,MS Zaandam,9,0,2,0,0,7,0
209,209,Papua New Guinea,9,1,0,0,8,1,0
210,210,British Virgin Islands,8,0,1,0,7,0,0
211,211,Caribbean Netherlands,7,0,0,0,7,0,0
212,212,St. Barth,6,0,0,0,6,0,0
213,213,Anguilla,3,0,0,0,3,0,0
214,214,Saint Pierre Miquelon,1,0,0,0,1,0,0
215,215,China,83396,18,4634,0,78413,349,10
216,0,Total:,2743744,14539,155074,1130,1222707,1365963,19364
217,0,Total:,1784478,5484,71552,61,1001220,711706,12535
218,0,Total:,2322610,11491,187799,173,1264793,870018,6274
219,0,Total:,1928226,27402,48779,523,1225708,653739,19187
220,0,Total:,310096,943,8176,28,149557,152363,504
221,0,Total:,9095,16,124,0,8492,479,2
222,0,Total:,721,0,15,0,651,55,4
223,0,Total:,9098970,59875,471519,1915,4873128,3754323,57870
