,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
0,0,World,7387471,75947,415779,2807,3640755,3330937,53935
1,1,USA,2053217,7668,114408,260,789558,1149251,16875
2,2,Brazil,747561,5477,38701,204,325602,383258,8318
3,3,Russia,493657,8404,6358,216,252783,234516,2300
4,4,UK,290143,1003,41128,245,0,0,516
5,5,Spain,289046,0,27136,0,0,0,617
6,6,India,286532,11752,8098,379,140809,137625,8944
7,7,Italy,235763,202,34114,71,169939,31710,249
8,8,Peru,203736,0,5738,0,92929,105069,1077
9,9,Germany,186866,350,8840,9,170700,7326,533
10,10,Iran,177938,2011,8506,81,140590,28842,2639
11,11,Turkey,172114,0,4729,0,144598,22787,642
12,12,France,154591,0,29296,0,71506,53789,955
13,13,Chile,148496,5737,2475,192,95631,50390,1689
14,14,Mexico,124301,4199,14649,596,90748,18904,378
15,15,Pakistan,113702,5385,2255,83,36308,75139,111
16,16,Saudi Arabia,112288,3717,819,36,77954,33515,1693
17,17,Canada,96904,251,7908,11,56122,32874,1864
18,18,Bangladesh,74865,3190,1012,37,15900,57953,1
19,19,Qatar,73595,1716,66,4,49413,24116,226
20,20,Belgium,59569,132,9629,10,16392,33548,102
21,21,South Africa,52991,0,1162,0,29006,22823,208
22,22,Belarus,51066,801,288,6,25667,25111,92
23,23,Netherlands,48087,184,6042,11,0,0,80
24,24,Sweden,46814,198,4795,78,0,0,288
25,25,Ecuador,43917,0,3690,0,21020,19207,219
26,26,Colombia,42078,0,1372,0,16534,24172,335
27,27,UAE,39904,0,283,0,22740,16881,1
28,28,Singapore,38965,451,25,0,26532,12408,3
29,29,Egypt,36829,0,1306,0,9786,25737,41
30,30,Portugal,35600,294,1497,5,21742,12361,65
31,31,Indonesia,34316,1240,1959,36,12129,20228,0
32,32,Kuwait,33823,683,275,2,23288,10260,193
33,33,Switzerland,31011,23,1936,2,28700,375,21
34,34,Ukraine,28381,525,833,23,12769,14779,306
35,35,Poland,27842,282,1206,23,13411,13225,160
36,36,Ireland,25215,0,1691,0,22698,826,34
37,37,Argentina,24761,0,717,0,7991,16053,274
38,38,Philippines,23732,740,1027,10,4895,17810,82
39,39,Afghanistan,22142,683,405,21,3013,18724,19
40,40,Romania,20945,196,1360,6,15103,4482,150
41,41,Dominican Republic,20808,393,550,6,12318,7940,110
42,42,Oman,18887,689,84,1,5640,13163,85
43,43,Israel,18268,88,299,0,15168,2801,31
44,44,Panama,17233,0,403,0,10561,6269,90
45,45,Japan,17210,0,916,0,15213,1081,92
46,46,Austria,17005,26,673,1,15910,422,17
47,47,Bahrain,16200,469,30,1,11109,5061,13
48,48,Iraq,15414,1146,426,34,6214,8774,88
49,49,Bolivia,14644,695,487,12,2190,11967,3
50,50,Armenia,14103,428,227,10,5226,8650,10
51,51,Nigeria,13464,0,365,0,4206,8893,7
52,52,Kazakhstan,13319,245,61,0,8138,5120,62
53,53,Serbia,12031,66,251,1,11348,432,14
54,54,Denmark,12016,15,593,0,10904,519,17
55,55,S. Korea,11902,50,276,2,10611,1015,15
56,56,Algeria,10484,102,732,8,7074,2678,33
57,57,Moldova,10321,296,371,6,5930,4020,308
58,58,Ghana,10201,0,48,0,3755,6398,10
59,59,Czechia,9787,36,330,2,7111,2346,11
60,60,Cameroon,8681,369,212,0,4836,3633,28
61,61,Norway,8588,12,239,0,8138,211,2
62,62,Azerbaijan,8530,339,102,4,4720,3708,66
63,63,Morocco,8455,18,210,0,7496,749,15
64,64,Malaysia,8338,2,118,1,7014,1206,5
65,65,Guatemala,7866,364,289,22,1413,6164,5
66,66,Australia,7276,9,102,0,6744,430,3
67,67,Finland,7040,15,324,0,5800,916,4
68,68,Honduras,6935,485,271,9,787,5877,13
69,69,Sudan,6427,0,389,0,2127,3911,0
70,70,Tajikistan,4763,73,48,0,2947,1768,0
71,71,Senegal,4640,124,52,0,2885,1703,18
72,72,Uzbekistan,4591,71,18,0,3532,1041,9
73,73,DRC,4390,131,96,6,565,3729,0
74,74,Djibouti,4373,42,34,0,2260,2079,0
75,75,Nepal,4364,278,15,0,674,3675,0
76,76,Guinea,4258,0,23,0,2942,1293,24
77,77,Luxembourg,4049,3,110,0,3904,35,2
78,78,Hungary,4027,10,551,1,2355,1121,20
79,79,Ivory Coast,3995,0,38,0,2045,1912,0
80,80,Haiti,3662,124,56,2,24,3582,0
81,81,North Macedonia,3364,125,164,7,1664,1536,34
82,82,Gabon,3294,47,21,0,956,2317,13
83,83,El Salvador,3274,83,60,2,1438,1776,91
84,84,Thailand,3125,4,58,0,2981,86,1
85,85,Kenya,3094,105,89,1,1048,1957,7
86,86,Greece,3068,10,183,0,1374,1511,12
87,87,Bulgaria,2889,0,167,0,1623,1099,13
88,88,Bosnia and Herzegovina,2775,47,161,1,2063,551,4
89,89,Venezuela,2632,0,23,0,487,2122,1
90,90,Ethiopia,2506,170,35,3,401,2070,32
91,91,Somalia,2452,36,85,0,506,1861,2
92,92,Croatia,2249,2,106,0,2130,13,0
93,93,Mayotte,2226,51,28,0,1654,544,12
94,94,Cuba,2211,6,83,0,1886,242,1
95,95,Kyrgyzstan,2093,38,26,2,1572,495,6
96,96,Estonia,1958,11,69,0,1690,199,0
97,97,Maldives,1942,0,8,0,1010,924,9
98,98,CAR,1888,38,5,0,38,1845,0
99,99,Sri Lanka,1868,9,11,0,1122,735,1
100,100,Iceland,1807,0,10,0,1794,3,0
101,101,Lithuania,1733,6,74,2,1369,290,17
102,102,Mali,1667,81,96,2,948,623,0
103,103,South Sudan,1604,0,19,0,15,1570,0
104,104,Slovakia,1533,2,28,0,1404,101,0
105,105,New Zealand,1504,0,22,0,1482,0,0
106,106,Slovenia,1488,2,109,0,1359,20,0
107,107,Nicaragua,1464,0,55,0,953,456,0
108,108,Guinea-Bissau,1389,0,12,0,153,1224,5
109,109,Lebanon,1388,20,30,0,832,526,8
110,110,Costa Rica,1375,0,11,0,717,647,5
111,111,Albania,1341,42,34,0,980,327,6
112,112,Equatorial Guinea,1306,0,12,0,200,1094,0
113,113,Zambia,1200,0,10,0,912,278,1
114,114,Paraguay,1187,0,11,0,604,572,2
115,115,Mauritania,1162,0,61,0,139,962,11
116,116,Madagascar,1162,24,10,1,296,856,8
117,117,Hong Kong,1108,0,4,0,1051,53,3
118,118,Latvia,1092,3,26,0,794,272,4
119,119,Tunisia,1087,0,49,0,983,55,1
120,120,Sierra Leone,1062,37,50,0,637,375,0
121,121,Niger,974,0,65,0,871,38,0
122,122,Cyprus,972,0,18,0,807,147,4
123,123,Burkina Faso,891,0,53,0,765,73,0
124,124,Jordan,863,18,9,0,663,191,5
125,125,Andorra,852,0,51,0,759,42,7
126,126,Uruguay,846,0,23,0,754,69,4
127,127,Chad,844,0,71,0,706,67,0
128,128,Georgia,827,9,13,0,690,124,6
129,129,French Guiana,773,0,2,0,427,344,6
130,130,Congo,728,0,24,0,221,483,0
