,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
123,123,Jordan,1015,0,9,0,722,284,3
124,124,Cyprus,985,0,19,0,824,142,4
125,125,Yemen,922,0,254,0,328,340,0
126,126,Georgia,906,8,14,0,755,137,5
127,127,Burkina Faso,901,0,53,0,814,34,0
128,128,Congo,883,0,27,0,391,465,0
129,129,Cabo Verde,863,0,8,0,377,478,0
130,130,Uruguay,859,0,25,0,815,19,4
131,131,Chad,858,0,74,0,746,38,0
132,132,Andorra,855,0,52,0,792,11,8
133,133,Palestine,827,43,3,0,439,385,0
134,134,Uganda,770,7,0,0,578,192,0
135,135,Malawi,730,110,11,3,91,628,4
136,136,Diamond Princess,712,0,13,0,651,48,4
137,137,Rwanda,702,0,2,0,357,343,0
138,138,Sao Tome and Principe,698,5,12,0,203,483,0
139,139,San Marino,696,0,42,0,610,44,0
140,140,Mozambique,688,0,4,0,177,507,0
141,141,Malta,665,1,9,0,616,40,0
142,142,Jamaica,657,5,10,0,462,185,1
143,143,Benin,650,0,11,0,247,392,2
144,144,Eswatini,627,0,5,0,285,337,5
145,145,Liberia,601,0,33,0,254,314,0
146,146,Channel Islands,570,0,48,0,512,10,0
147,147,Togo,561,0,13,0,366,182,2
148,148,Libya,544,0,10,0,98,436,0
149,149,Tanzania,509,0,21,0,183,305,7
150,150,Réunion,505,0,1,0,460,44,2
151,151,Zimbabwe,479,0,4,0,63,412,0
152,152,Taiwan,446,0,7,0,434,5,0
153,153,Montenegro,359,0,9,0,315,35,0
154,154,Vietnam,349,0,0,0,327,22,1
155,155,Mauritius,337,0,10,0,326,1,0
156,156,Isle of Man,336,0,24,0,312,0,0
157,157,Suriname,302,0,8,0,74,220,2
158,158,Myanmar,287,0,6,0,196,85,0
159,159,Comoros,247,0,5,0,159,83,0
160,160,Martinique,236,0,14,0,98,124,0
161,161,Mongolia,206,2,0,0,139,67,8
162,162,Syria,204,6,7,0,83,114,0
163,163,Cayman Islands,195,0,1,0,143,51,0
164,164,Faeroe Islands,187,0,0,0,187,0,0
165,165,Guyana,183,0,12,0,102,69,1
166,166,Angola,176,0,9,0,66,101,1
167,167,Gibraltar,176,0,0,0,176,0,0
168,168,Guadeloupe,174,0,14,0,157,3,0
169,169,Bermuda,146,0,9,0,132,5,2
170,170,Burundi,144,40,1,0,93,50,0
171,171,Eritrea,143,0,0,0,39,104,0
172,172,Brunei ,141,0,3,0,138,0,0
173,173,Cambodia,129,0,0,0,127,2,1
174,174,Trinidad and Tobago,123,0,8,0,109,6,0
175,175,Bahamas,104,0,11,0,74,19,1
176,176,Aruba,101,0,3,0,98,0,0
177,177,Monaco,99,0,4,0,94,1,0
178,178,Barbados,97,0,7,0,85,5,1
179,179,Botswana,89,0,1,0,25,63,1
180,180,Liechtenstein,82,0,1,0,55,26,0
181,181,Sint Maarten,77,0,15,0,62,0,0
182,182,Bhutan,68,0,0,0,30,38,0
183,183,French Polynesia,60,0,0,0,60,0,0
184,184,Namibia,55,9,0,0,19,36,1
185,185,Macao,45,0,0,0,45,0,0
186,186,Saint Martin,42,0,3,0,36,3,1
187,187,Gambia,37,1,2,1,24,11,0
188,188,St. Vincent Grenadines,29,0,0,0,26,3,0
189,189,Antigua and Barbuda,26,0,3,0,22,1,1
190,190,Timor-Leste,24,0,0,0,24,0,0
191,191,Curaçao,23,0,1,0,19,3,0
192,192,Grenada,23,0,0,0,23,0,0
193,193,Belize,22,0,2,0,17,3,0
194,194,New Caledonia,21,0,0,0,21,0,0
195,195,Laos,19,0,0,0,19,0,0
196,196,Saint Lucia,19,0,0,0,18,1,0
197,197,Dominica,18,0,0,0,18,0,0
198,198,Fiji,18,0,0,0,18,0,0
199,199,Saint Kitts and Nevis,15,0,0,0,15,0,0
200,200,Falkland Islands,13,0,0,0,13,0,0
201,201,Greenland,13,0,0,0,13,0,0
202,202,Turks and Caicos,12,0,1,0,11,0,0
203,203,Vatican City,12,0,0,0,12,0,0
204,204,Montserrat,11,0,1,0,10,0,0
205,205,Seychelles,11,0,0,0,11,0,0
206,206,MS Zaandam,9,0,2,0,0,7,0
207,207,Western Sahara,9,0,1,0,8,0,0
208,208,British Virgin Islands,8,0,1,0,7,0,0
209,209,Papua New Guinea,8,0,0,0,8,0,0
210,210,Caribbean Netherlands,7,0,0,0,7,0,0
211,211,St. Barth,6,0,0,0,6,0,0
212,212,Lesotho,4,0,0,0,2,2,0
213,213,Anguilla,3,0,0,0,3,0,0
214,214,Saint Pierre Miquelon,1,0,0,0,1,0,0
215,215,China,83378,26,4634,0,78413,331,13
216,0,Total:,2701201,6455,153645,436,1209932,1337624,19369
217,0,Total:,1746976,1036,70324,25,949315,727337,12432
218,0,Total:,2307560,9793,187530,143,1256610,863420,6326
219,0,Total:,1877355,16867,47670,379,1186290,643395,15953
220,0,Total:,300674,833,7964,23,145405,147305,483
221,0,Total:,9079,27,124,0,8485,470,2
222,0,Total:,721,0,15,0,651,55,4
223,0,Total:,8943566,35011,467272,1006,4756688,3719606,54569
