,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
0,0,World,9421752,76184,481407,2458,5092305,3848040,58024
1,1,USA,2437815,13647,123718,245,1021871,1292226,16502
2,2,Brazil,1152066,587,52788,17,613345,485933,8318
3,3,Russia,606881,7176,8513,154,368822,229546,2300
4,4,India,471841,15726,14894,411,270598,186349,8944
5,5,UK,306862,652,43081,154,0,0,340
6,6,Spain,293832,0,28325,0,0,0,617
7,7,Peru,260810,0,8404,0,148437,103969,1144
8,8,Chile,250767,0,4505,0,210570,35692,2009
9,9,Italy,238833,0,34675,0,184585,19573,115
10,10,Iran,212501,2531,9996,133,172096,30409,2869
11,11,Germany,192906,128,8986,0,176300,7620,337
12,12,Mexico,191410,6288,23377,793,144448,23585,378
13,13,Turkey,190165,0,5001,0,162848,22316,893
14,14,Pakistan,188926,3892,3755,60,77754,107417,3337
15,15,Saudi Arabia,167267,3123,1387,41,112797,53083,2129
16,16,France,161267,0,29720,0,74871,56676,682
17,17,Bangladesh,122660,3462,1582,37,49666,71412,1
18,18,South Africa,106108,0,2102,0,55045,48961,208
19,19,Canada,101963,0,8454,0,64704,28805,2058
20,20,Qatar,90778,1199,104,5,73083,17591,219
21,21,Colombia,73572,0,2404,0,30459,40709,335
22,22,Belgium,60898,88,9722,9,16771,34405,41
23,23,Sweden,60837,0,5161,0,0,0,193
24,24,Belarus,59945,458,362,5,40136,19447,89
25,25,Egypt,58141,0,2365,0,15535,40241,41
26,26,Ecuador,51643,0,4274,0,24991,22378,273
27,27,Netherlands,49804,82,6097,2,0,0,48
28,28,Indonesia,49009,1113,2573,38,19658,26778,0
29,29,Argentina,47216,13,1085,7,13816,32315,353
30,30,UAE,45683,0,305,0,33703,11675,1
31,31,Singapore,42623,191,26,0,36299,6298,1
32,32,Kuwait,41879,846,337,3,32809,8733,153
33,33,Portugal,40104,367,1543,3,26083,12478,73
34,34,Ukraine,39014,940,1051,16,17409,20554,367
35,35,Iraq,36702,2200,1330,79,16814,18558,222
36,36,Oman,33536,1142,142,2,17972,15422,100
37,37,Poland,32821,294,1396,21,18134,13291,65
38,38,Philippines,32295,470,1204,18,8656,22435,82
39,39,Switzerland,31376,44,1958,2,29000,418,12
40,40,Afghanistan,29640,159,639,21,9869,19132,19
41,41,Dominican Republic,28631,695,691,16,16006,11934,182
42,42,Panama,27314,0,536,0,14694,12084,132
43,43,Bolivia,26389,896,846,26,6300,19243,71
44,44,Ireland,25391,0,1720,0,22698,973,17
45,45,Romania,24826,321,1555,16,17391,5880,186
46,46,Bahrain,23062,0,68,1,17450,5544,36
47,47,Armenia,21717,711,386,14,10797,10534,10
48,48,Israel,21666,154,308,0,15898,5460,45
49,49,Nigeria,21371,0,533,0,7338,13500,7
50,50,Kazakhstan,18765,534,134,0,11585,7046,121
51,51,Japan,17968,0,955,0,16212,801,62
52,52,Austria,17449,41,693,0,16282,474,11
53,53,Moldova,15078,364,495,5,8400,6183,476
54,54,Ghana,14568,0,95,0,10907,3566,6
55,55,Guatemala,14540,771,582,35,2897,11061,5
56,56,Azerbaijan,14305,590,174,7,7768,6363,66
57,57,Honduras,13943,587,405,10,1461,12077,13
58,58,Serbia,13235,143,263,0,12111,861,21
59,59,Denmark,12615,54,603,0,11422,590,8
60,60,S. Korea,12535,51,281,0,10930,1324,15
61,61,Cameroon,12270,0,313,0,7774,4183,28
62,62,Algeria,12076,0,861,0,8674,2541,37
63,63,Czechia,10728,78,343,4,7588,2797,9
64,64,Nepal,10728,629,24,0,2338,8366,0
65,65,Morocco,10693,349,214,0,8426,2053,7
66,66,Sudan,8889,0,548,0,3699,4642,0
67,67,Norway,8788,16,249,1,8138,401,6
68,68,Malaysia,8596,6,121,0,8231,244,2
69,69,Ivory Coast,7904,0,58,0,3182,4664,0
70,70,Australia,7521,29,103,1,6915,503,3
71,71,Finland,7167,12,327,0,6600,240,2
72,72,Uzbekistan,6847,185,19,0,4675,2153,19
73,73,DRC,6213,186,142,7,870,5201,0
74,74,Senegal,6129,95,93,4,4072,1964,24
75,75,Tajikistan,5630,63,52,0,4194,1384,0
76,76,North Macedonia,5445,134,259,8,2091,3095,55
77,77,Haiti,5324,113,89,1,436,4799,0
78,78,Kenya,5206,254,130,2,1823,3253,7
79,79,El Salvador,5150,177,119,6,2924,2107,141
80,80,Guinea,5104,64,29,1,3744,1331,24
81,81,Ethiopia,5034,186,78,3,1486,3470,38
82,82,Gabon,4849,0,39,0,2107,2703,9
83,83,Djibouti,4630,13,52,3,4182,396,0
84,84,Venezuela,4187,0,35,0,1327,2825,6
85,85,Luxembourg,4140,7,110,0,3965,65,1
86,86,Hungary,4114,7,576,3,2618,920,13
87,87,Bulgaria,4114,0,208,0,2217,1689,13
88,88,Kyrgyzstan,3726,207,42,1,2082,1602,30
89,89,Bosnia and Herzegovina,3676,88,173,1,2297,1206,4
90,90,Greece,3310,8,190,0,1374,1746,8
91,91,Mauritania,3292,0,114,0,963,2215,11
92,92,Thailand,3157,1,58,0,3026,73,1
93,93,CAR,3051,0,37,0,522,2492,2
94,94,Somalia,2835,23,90,0,829,1916,2
95,95,French Guiana,2593,0,8,0,1016,1569,14
96,96,Mayotte,2434,0,31,0,2188,215,11
97,97,Croatia,2388,22,107,0,2145,136,0
98,98,Costa Rica,2368,0,12,0,1129,1227,3
99,99,Cuba,2319,1,85,0,2130,104,1
100,100,Maldives,2238,0,8,0,1813,417,9
101,101,Nicaragua,2170,0,74,0,1238,858,0
102,102,Albania,2114,67,47,2,1217,850,11
103,103,Mali,2001,23,112,1,1333,556,0
104,104,Sri Lanka,2001,10,11,0,1562,428,1
105,105,Estonia,1983,1,69,0,1783,131,1
106,106,South Sudan,1930,0,36,0,217,1677,1
107,107,Iceland,1824,0,10,0,1806,8,0
108,108,Lithuania,1804,1,78,1,1484,242,16
109,109,Madagascar,1787,63,16,1,779,992,8
110,110,Equatorial Guinea,1664,0,32,0,515,1117,0
111,111,Lebanon,1644,22,33,1,1103,508,8
112,112,Slovakia,1607,18,28,0,1448,131,0
113,113,Guinea-Bissau,1556,0,19,0,191,1346,5
114,114,Slovenia,1541,7,109,0,1376,56,2
115,115,New Zealand,1516,1,22,0,1483,11,0
116,116,Zambia,1489,12,18,0,1223,248,1
117,117,Paraguay,1422,0,13,0,926,483,1
118,118,Sierra Leone,1347,0,55,0,853,439,0
119,119,Palestine,1311,142,3,0,442,866,0
120,120,Hong Kong,1180,2,6,0,1086,88,1
121,121,Tunisia,1159,0,50,0,1023,86,0
122,122,Latvia,1111,0,30,0,903,178,1
123,123,Congo,1087,0,37,0,456,594,0
124,124,Jordan,1071,24,9,0,782,280,3
125,125,Niger,1051,0,67,0,913,71,0
126,126,Yemen,992,0,261,0,356,375,0
127,127,Cyprus,990,0,19,0,824,147,0
128,128,Cabo Verde,982,0,8,0,479,495,0
129,129,Burkina Faso,919,12,53,0,825,41,0
130,130,Georgia,914,3,14,0,771,129,5
131,131,Benin,902,52,13,0,277,612,2
132,132,Uruguay,885,0,25,0,815,45,4
133,133,Chad,860,0,74,0,757,29,0
134,134,Andorra,855,0,52,0,797,6,1
135,135,Uganda,805,8,0,0,717,88,0
136,136,Malawi,803,0,11,0,258,534,4
137,137,Rwanda,798,0,2,0,371,425,0
138,138,Mozambique,757,0,5,0,206,546,0
139,139,Diamond Princess,712,0,13,0,651,48,4
140,140,Sao Tome and Principe,707,0,12,0,208,487,0
141,141,San Marino,698,0,42,0,647,9,0
142,142,Eswatini,674,0,7,0,319,348,5
143,143,Jamaica,670,5,10,0,518,142,0
144,144,Malta,665,0,9,0,624,32,0
145,145,Liberia,652,0,34,0,270,348,0
146,146,Libya,639,0,17,0,132,490,0
147,147,Togo,576,0,13,0,384,179,2
148,148,Channel Islands,570,0,47,0,512,11,0
149,149,Zimbabwe,525,0,6,0,64,455,0
150,150,Tanzania,509,0,21,0,183,305,7
151,151,Réunion,507,0,1,0,460,46,2
152,152,Taiwan,446,0,7,0,435,4,0
153,153,Montenegro,383,5,9,0,315,59,0
154,154,Vietnam,352,3,0,0,329,23,1
155,155,Mauritius,341,1,10,0,326,5,0
156,156,Isle of Man,336,0,24,0,312,0,0
157,157,Suriname,319,0,9,0,132,178,2
158,158,Myanmar,293,1,6,0,208,79,0
159,159,Comoros,265,0,7,0,159,99,0
160,160,Martinique,236,0,14,0,98,124,0
161,161,Syria,231,0,7,0,94,130,0
162,162,Mongolia,215,0,0,0,168,47,6
163,163,Guyana,206,0,12,0,107,87,1
164,164,Cayman Islands,195,0,1,0,154,40,0
165,165,Angola,189,0,10,0,77,102,1
166,166,Faeroe Islands,187,0,0,0,187,0,0
167,167,Gibraltar,176,0,0,0,176,0,0
168,168,Guadeloupe,174,0,14,0,157,3,0
169,169,Bermuda,146,0,9,0,132,5,2
170,170,Burundi,144,0,1,0,93,50,0
171,171,Eritrea,143,0,0,0,39,104,0
172,172,Brunei ,141,0,3,0,138,0,0
173,173,Cambodia,130,0,0,0,127,3,1
174,174,Trinidad and Tobago,123,0,8,0,109,6,0
175,175,Bahamas,104,0,11,0,83,10,1
176,176,Monaco,101,0,4,0,95,2,0
177,177,Aruba,101,0,3,0,98,0,0
178,178,Barbados,97,0,7,0,85,5,1
179,179,Botswana,89,0,1,0,25,63,1
180,180,Liechtenstein,82,0,1,0,55,26,0
181,181,Sint Maarten,77,0,15,0,62,0,0
182,182,Namibia,76,4,0,0,21,55,1
183,183,Bhutan,70,1,0,0,34,36,0
184,184,French Polynesia,60,0,0,0,60,0,0
185,185,Macao,45,0,0,0,45,0,0
186,186,Saint Martin,42,0,3,0,36,3,1
187,187,Gambia,42,1,2,0,26,14,0
188,188,St. Vincent Grenadines,29,0,0,0,27,2,0
189,189,Antigua and Barbuda,26,0,3,0,22,1,1
190,190,Timor-Leste,24,0,0,0,24,0,0
191,191,Belize,23,0,2,0,17,4,0
192,192,Curaçao,23,0,1,0,19,3,0
193,193,Grenada,23,0,0,0,23,0,0
194,194,New Caledonia,21,0,0,0,21,0,0
195,195,Laos,19,0,0,0,19,0,0
196,196,Saint Lucia,19,0,0,0,18,1,0
197,197,Dominica,18,0,0,0,18,0,0
198,198,Fiji,18,0,0,0,18,0,0
199,199,Lesotho,17,0,0,0,2,15,0
200,200,Saint Kitts and Nevis,15,0,0,0,15,0,0
201,201,Turks and Caicos,14,0,1,0,11,2,0
202,202,Falkland Islands,13,0,0,0,13,0,0
203,203,Greenland,13,0,0,0,13,0,0
204,204,Vatican City,12,0,0,0,12,0,0
205,205,Montserrat,11,0,1,0,10,0,0
206,206,Seychelles,11,0,0,0,11,0,0
207,207,Western Sahara,10,0,1,0,8,1,0
208,208,MS Zaandam,9,0,2,0,0,7,0
209,209,Papua New Guinea,9,0,0,0,8,1,0
210,210,British Virgin Islands,8,0,1,0,7,0,0
211,211,Caribbean Netherlands,7,0,0,0,7,0,0
212,212,St. Barth,6,0,0,0,6,0,0
213,213,Anguilla,3,0,0,0,3,0,0
214,214,Saint Pierre Miquelon,1,0,0,0,1,0,0
215,215,China,83430,12,4634,0,78428,368,10
216,0,Total:,2835151,22284,158246,1106,1275687,1401218,19421
217,0,Total:,1872088,1496,74408,50,1052254,745426,12531
218,0,Total:,2353893,11623,189020,407,1299046,865827,6141
219,0,Total:,2021944,39405,50918,872,1298596,672430,19422
220,0,Total:,328810,1346,8675,22,157566,162569,502
221,0,Total:,9145,30,125,1,8505,515,3
222,0,Total:,721,0,15,0,651,55,4
223,0,Total:,9421752,76184,481407,2458,5092305,3848040,58024
