,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
44,44,Ireland,"25,396",,"1,726 ",,"23,364",306,9
45,45,Romania,"24,826",,"1,555 ",,"17,391","5,880",186
46,46,Bahrain,"23,570",,69 ,,"17,977","5,524",37
47,47,Armenia,"22,488",+771,397 ,+11,"11,335","10,756",10
48,48,Israel,"22,044",,308 ,,"15,940","5,796",46
49,49,Nigeria,"22,020",,542 ,,"7,613","13,865",7
50,50,Kazakhstan,"19,285",+520,136 ,,"11,882","7,267",121
51,51,Japan,"18,024",,963 ,,"16,263",798,60
52,52,Austria,"17,449",,693 ,,"16,282",474,11
53,53,Moldova,"15,078",,495 ,,"8,400","6,183",476
54,54,Ghana,"15,013",,95 ,,"11,078","3,840",6
55,55,Guatemala,"14,819",+279,601 ,+19,"2,930","11,288",5
56,56,Honduras,"14,571",+628,417 ,+12,"1,546","12,608",13
57,57,Azerbaijan,"14,305",,174 ,,"7,768","6,363",66
58,58,Serbia,"13,235",,263 ,,"12,111",861,21
59,59,Denmark,"12,615",,603 ,,"11,422",590,8
60,60,Cameroon,"12,592",,313 ,,"10,100","2,179",28
61,61,S. Korea,"12,563",+28,282 ,+1,"10,974","1,307",15
62,62,Algeria,"12,248",,869 ,,"8,792","2,587",45
63,63,Morocco,"10,907",,216 ,,"8,468","2,223",7
64,64,Czechia,"10,777",,343 ,,"7,588","2,846",9
65,65,Nepal,"10,728",,24 ,,"2,338","8,366",
66,66,Sudan,"8,889",,548 ,,"3,699","4,642",
67,67,Norway,"8,788",,249 ,,"8,138",401,6
68,68,Malaysia,"8,596",,121 ,,"8,231",244,2
69,69,Ivory Coast,"8,164",,58 ,,"3,419","4,687",
70,70,Australia,"7,558",+37,104 ,+1,"6,931",523,2
71,71,Finland,"7,167",,327 ,,"6,600",240,2
72,72,Uzbekistan,"6,990",+89,19 ,,"4,685","2,286",19
73,73,DRC,"6,213",,142 ,,870,"5,201",
74,74,Senegal,"6,129",,93 ,,"4,072","1,964",24
75,75,Tajikistan,"5,630",,52 ,,"4,194","1,384",
76,76,North Macedonia,"5,445",,259 ,,"2,091","3,095",55
77,77,Haiti,"5,429",+105,92 ,+3,512,"4,825",
78,78,Kenya,"5,206",,130 ,,"1,823","3,253",7
79,79,Guinea,"5,174",,29 ,,"3,861","1,284",24
80,80,El Salvador,"5,150",,119 ,,"2,950","2,081",141
81,81,Ethiopia,"5,034",,78 ,,"1,486","3,470",38
82,82,Gabon,"4,956",,39 ,,"2,177","2,740",12
83,83,Djibouti,"4,630",,52 ,,"4,182",396,
84,84,Venezuela,"4,366",,38 ,,"1,327","3,001",6
85,85,Bulgaria,"4,242",,209 ,,"2,263","1,770",16
86,86,Luxembourg,"4,140",,110 ,,"3,965",65,1
87,87,Hungary,"4,123",+9,577 ,+1,"2,640",906,13
88,88,Kyrgyzstan,"3,954",+228,43 ,+1,"2,112","1,799",30
89,89,Bosnia and Herzegovina,"3,676",,173 ,,"2,297","1,206",4
90,90,Mauritania,"3,519",,116 ,,"1,074","2,329",20
91,91,Greece,"3,310",,190 ,,"1,374","1,746",8
92,92,Thailand,"3,158",+1,58 ,,"3,038",62,1
93,93,CAR,"3,099",,38 ,,572,"2,489",2
94,94,Somalia,"2,835",,90 ,,829,"1,916",2
95,95,French Guiana,"2,827",,9 ,,"1,056","1,762",15
96,96,Costa Rica,"2,515",,12 ,,"1,210","1,293",5
97,97,Mayotte,"2,467",,32 ,,"2,218",217,8
98,98,Croatia,"2,388",,107 ,,"2,145",136,
99,99,Cuba,"2,319",,85 ,,"2,130",104,1
100,100,Maldives,"2,261",,8 ,,"1,839",414,9
101,101,Nicaragua,"2,170",,74 ,,"1,238",858,
102,102,Albania,"2,114",,47 ,,"1,217",850,11
103,103,Mali,"2,005",,112 ,,"1,354",539,
104,104,Sri Lanka,"2,001",,11 ,,"1,562",428,1
105,105,Estonia,"1,983",,69 ,,"1,783",131,1
106,106,South Sudan,"1,942",,36 ,,224,"1,682",1
107,107,Iceland,"1,824",,10 ,,"1,806",8,
108,108,Lithuania,"1,804",,78 ,,"1,484",242,16
109,109,Madagascar,"1,787",,16 ,,779,992,8
110,110,Equatorial Guinea,"1,664",,32 ,,515,"1,117",
111,111,Lebanon,"1,644",,33 ,,"1,103",508,9
112,112,Slovakia,"1,607",,28 ,,"1,448",131,
113,113,Guinea-Bissau,"1,556",,19 ,,191,"1,346",5
114,114,Slovenia,"1,541",,109 ,,"1,376",56,2
115,115,Paraguay,"1,528",,13 ,,944,571,1
116,116,New Zealand,"1,519",+3,22 ,,"1,484",13,
117,117,Zambia,"1,489",,18 ,,"1,223",248,1
118,118,Sierra Leone,"1,354",,55 ,,869,430,
119,119,Palestine,"1,328",,3 ,,442,883,
120,120,Hong Kong,"1,180",,6 ,,"1,086",88,1
121,121,Tunisia,"1,160",,50 ,,"1,023",87,
122,122,Latvia,"1,111",,30 ,,903,178,1
123,123,Congo,"1,087",,37 ,,456,594,
124,124,Jordan,"1,071",,9 ,,782,280,3
125,125,Niger,"1,051",,67 ,,913,71,
126,126,Yemen,"1,015",,274 ,,379,362,
127,127,Cabo Verde,999,,8 ,,479,512,
128,128,Cyprus,991,,19 ,,824,148,
129,129,Malawi,941,,11 ,,259,671,4
130,130,Burkina Faso,919,,53 ,,825,41,
131,131,Georgia,917,+3,14 ,,776,127,5
132,132,Uruguay,902,,26 ,,815,61,2
133,133,Benin,902,,13 ,,277,612,2
134,134,Chad,860,,74 ,,770,16,
135,135,Andorra,855,,52 ,,797,6,1
136,136,Rwanda,830,,2 ,,376,452,
137,137,Uganda,805,, ,,717,88,
138,138,Mozambique,762,,5 ,,220,537,
139,139,Diamond Princess,712,,13 ,,651,48,4
140,140,Sao Tome and Principe,710,,13 ,,211,486,
141,141,San Marino,698,,42 ,,647,9,
142,142,Eswatini,690,,7 ,,331,352,5
143,143,Jamaica,678,+8,10 ,,521,147,
144,144,Libya,670,,18 ,,138,514,
145,145,Malta,665,,9 ,,624,32,
146,146,Liberia,662,,34 ,,270,358,
147,147,Togo,583,,14 ,,392,177,2
148,148,Channel Islands,571,,47 ,,512,12,
149,149,Zimbabwe,530,,6 ,,123,401,
150,150,Tanzania,509,,21 ,,183,305,7
151,151,Réunion,508,,1 ,,460,47,2
152,152,Taiwan,446,,7 ,,435,4,
153,153,Montenegro,389,,9 ,,315,65,
154,154,Suriname,357,,10 ,+1,154,193,2
155,155,Vietnam,352,, ,,329,23,1
156,156,Mauritius,341,,10 ,,326,5,
157,157,Isle of Man,336,,24 ,,312,0,
158,158,Myanmar,293,,6 ,,208,79,
159,159,Comoros,265,,7 ,,159,99,
160,160,Syria,242,+11,7 ,,96,139,
161,161,Martinique,236,,14 ,,98,124,
162,162,Mongolia,216,+1, ,,169,47,6
163,163,Guyana,209,,12 ,,107,90,1
164,164,Angola,197,,10 ,,77,110,1
165,165,Cayman Islands,196,,1 ,,169,26,
166,166,Faeroe Islands,187,, ,,187,0,
167,167,Gibraltar,176,, ,,176,0,
168,168,Guadeloupe,174,,14 ,,157,3,
169,169,Bermuda,146,,9 ,,132,5,2
170,170,Burundi,144,,1 ,,93,50,
171,171,Eritrea,144,, ,,39,105,
172,172,Brunei ,141,,3 ,,138,0,
173,173,Cambodia,130,, ,,127,3,1
174,174,Trinidad and Tobago,123,,8 ,,109,6,
175,175,Bahamas,104,,11 ,,83,10,1
176,176,Monaco,102,,4 ,,95,3,
177,177,Aruba,101,,3 ,,98,0,
178,178,Barbados,97,,7 ,,85,5,1
179,179,Botswana,92,,1 ,,25,66,1
180,180,Liechtenstein,82,,1 ,,81,0,
181,181,Sint Maarten,77,,15 ,,62,0,
182,182,Namibia,76,, ,,21,55,1
183,183,Bhutan,70,, ,,34,36,
184,184,Antigua and Barbuda,65,,3 ,,22,40,1
185,185,French Polynesia,60,, ,,60,0,
186,186,Macao,45,, ,,45,0,
187,187,Saint Martin,42,,3 ,,36,3,1
188,188,Gambia,42,,2 ,,26,14,
189,189,St. Vincent Grenadines,29,, ,,27,2,
190,190,Timor-Leste,24,, ,,24,0,
191,191,Belize,23,,2 ,,17,4,
192,192,Curaçao,23,,1 ,,19,3,
193,193,Grenada,23,, ,,23,0,
194,194,New Caledonia,21,, ,,21,0,
195,195,Laos,19,, ,,19,0,
196,196,Saint Lucia,19,, ,,19,0,
197,197,Dominica,18,, ,,18,0,
198,198,Fiji,18,, ,,18,0,
199,199,Lesotho,17,, ,,2,15,
200,200,Turks and Caicos,15,+1,1 ,,11,3,
201,201,Saint Kitts and Nevis,15,, ,,15,0,
202,202,Falkland Islands,13,, ,,13,0,
203,203,Greenland,13,, ,,13,0,
204,204,Vatican City,12,, ,,12,0,
205,205,Montserrat,11,,1 ,,10,0,
206,206,Seychelles,11,, ,,11,0,
207,207,Western Sahara,10,,1 ,,8,1,
208,208,Papua New Guinea,10,, ,,8,2,
209,209,MS Zaandam,9,,2 ,,,7,
210,210,British Virgin Islands,8,,1 ,,7,0,
211,211,Caribbean Netherlands,7,, ,,7,0,
212,212,St. Barth,6,, ,,6,0,
213,213,Anguilla,3,, ,,3,0,
214,214,Saint Pierre Miquelon,1,, ,,1,0,
215,215,China,"83,449",+19,"4,634 ",,"78,443",372,13
216,,Total:,"2,867,684","+6,612","159,832",+982,"1,300,101","1,407,751","19,460"
217,,Total:,"1,927,875","+1,098","76,056",+31,"1,098,279","753,540","12,589"
218,,Total:,"2,357,913","+1,003","189,091",+17,"1,301,937","866,885","6,074"
219,,Total:,"2,033,074","+6,984","51,178",+197,"1,307,290","674,606","19,113"
220,,Total:,"338,766",,"8,889",,"163,507","166,370",850
221,,Total:,"9,186",+40,126,+1,"8,522",538,2
222,,Total:,721,,15,,651,55,4
223,,Total:,"9,535,219","+15,737","485,187","+1,228","5,180,287","3,869,745","58,092"
