,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
101,101,Nicaragua,2170,0,74,0,1238,858,0
102,102,Albania,2114,0,47,0,1217,850,11
103,103,Mali,2005,0,112,0,1354,539,0
104,104,Sri Lanka,2001,0,11,0,1562,428,1
105,105,Estonia,1983,0,69,0,1783,131,1
106,106,South Sudan,1942,0,36,0,224,1682,1
107,107,Iceland,1824,0,10,0,1806,8,0
108,108,Lithuania,1804,0,78,0,1484,242,16
109,109,Madagascar,1787,0,16,0,779,992,8
110,110,Equatorial Guinea,1664,0,32,0,515,1117,0
111,111,Lebanon,1644,0,33,0,1103,508,9
112,112,Slovakia,1607,0,28,0,1448,131,0
113,113,Guinea-Bissau,1556,0,19,0,191,1346,5
114,114,Slovenia,1541,0,109,0,1376,56,2
115,115,Paraguay,1528,0,13,0,944,571,1
116,116,New Zealand,1519,3,22,0,1484,13,0
117,117,Zambia,1489,0,18,0,1223,248,1
118,118,Sierra Leone,1354,0,55,0,869,430,0
119,119,Palestine,1328,0,3,0,442,883,0
120,120,Hong Kong,1180,0,6,0,1086,88,1
121,121,Tunisia,1160,0,50,0,1023,87,0
122,122,Latvia,1111,0,30,0,903,178,1
123,123,Congo,1087,0,37,0,456,594,0
124,124,Jordan,1071,0,9,0,782,280,3
125,125,Niger,1051,0,67,0,913,71,0
126,126,Yemen,1015,0,274,0,379,362,0
127,127,Cabo Verde,999,0,8,0,479,512,0
128,128,Cyprus,991,0,19,0,824,148,0
129,129,Malawi,941,0,11,0,259,671,4
130,130,Burkina Faso,919,0,53,0,825,41,0
131,131,Georgia,917,3,14,0,776,127,5
132,132,Uruguay,902,0,26,0,815,61,2
133,133,Benin,902,0,13,0,277,612,2
134,134,Chad,860,0,74,0,770,16,0
135,135,Andorra,855,0,52,0,797,6,1
136,136,Rwanda,830,0,2,0,376,452,0
137,137,Uganda,805,0,0,0,717,88,0
138,138,Mozambique,762,0,5,0,220,537,0
139,139,Diamond Princess,712,0,13,0,651,48,4
140,140,Sao Tome and Principe,710,0,13,0,211,486,0
141,141,San Marino,698,0,42,0,647,9,0
142,142,Eswatini,690,0,7,0,331,352,5
143,143,Jamaica,678,8,10,0,521,147,0
144,144,Libya,670,0,18,0,138,514,0
145,145,Malta,665,0,9,0,624,32,0
146,146,Liberia,662,0,34,0,270,358,0
147,147,Togo,583,0,14,0,392,177,2
148,148,Channel Islands,571,0,47,0,512,12,0
149,149,Zimbabwe,530,0,6,0,123,401,0
150,150,Tanzania,509,0,21,0,183,305,7
151,151,Réunion,508,0,1,0,460,47,2
152,152,Taiwan,446,0,7,0,435,4,0
153,153,Montenegro,389,0,9,0,315,65,0
154,154,Suriname,357,0,10,1,154,193,2
155,155,Vietnam,352,0,0,0,329,23,1
156,156,Mauritius,341,0,10,0,326,5,0
157,157,Isle of Man,336,0,24,0,312,0,0
158,158,Myanmar,293,0,6,0,208,79,0
159,159,Comoros,265,0,7,0,159,99,0
160,160,Syria,242,11,7,0,96,139,0
161,161,Martinique,236,0,14,0,98,124,0
162,162,Mongolia,216,1,0,0,169,47,6
163,163,Guyana,209,0,12,0,107,90,1
164,164,Angola,197,0,10,0,77,110,1
165,165,Cayman Islands,196,0,1,0,169,26,0
166,166,Faeroe Islands,187,0,0,0,187,0,0
167,167,Gibraltar,176,0,0,0,176,0,0
168,168,Guadeloupe,174,0,14,0,157,3,0
169,169,Bermuda,146,0,9,0,132,5,2
170,170,Burundi,144,0,1,0,93,50,0
171,171,Eritrea,144,0,0,0,39,105,0
172,172,Brunei ,141,0,3,0,138,0,0
173,173,Cambodia,130,0,0,0,127,3,1
174,174,Trinidad and Tobago,123,0,8,0,109,6,0
175,175,Bahamas,104,0,11,0,83,10,1
176,176,Monaco,102,0,4,0,95,3,0
177,177,Aruba,101,0,3,0,98,0,0
178,178,Barbados,97,0,7,0,85,5,1
179,179,Botswana,92,0,1,0,25,66,1
180,180,Liechtenstein,82,0,1,0,81,0,0
181,181,Sint Maarten,77,0,15,0,62,0,0
182,182,Namibia,76,0,0,0,21,55,1
183,183,Bhutan,70,0,0,0,34,36,0
184,184,Antigua and Barbuda,65,0,3,0,22,40,1
185,185,French Polynesia,60,0,0,0,60,0,0
186,186,Macao,45,0,0,0,45,0,0
187,187,Saint Martin,42,0,3,0,36,3,1
188,188,Gambia,42,0,2,0,26,14,0
189,189,St. Vincent Grenadines,29,0,0,0,27,2,0
190,190,Timor-Leste,24,0,0,0,24,0,0
191,191,Belize,23,0,2,0,17,4,0
192,192,Curaçao,23,0,1,0,19,3,0
193,193,Grenada,23,0,0,0,23,0,0
194,194,New Caledonia,21,0,0,0,21,0,0
195,195,Laos,19,0,0,0,19,0,0
196,196,Saint Lucia,19,0,0,0,19,0,0
197,197,Dominica,18,0,0,0,18,0,0
198,198,Fiji,18,0,0,0,18,0,0
199,199,Lesotho,17,0,0,0,2,15,0
200,200,Turks and Caicos,15,1,1,0,11,3,0
201,201,Saint Kitts and Nevis,15,0,0,0,15,0,0
202,202,Falkland Islands,13,0,0,0,13,0,0
203,203,Greenland,13,0,0,0,13,0,0
204,204,Vatican City,12,0,0,0,12,0,0
205,205,Montserrat,11,0,1,0,10,0,0
206,206,Seychelles,11,0,0,0,11,0,0
207,207,Western Sahara,10,0,1,0,8,1,0
208,208,Papua New Guinea,10,0,0,0,8,2,0
209,209,MS Zaandam,9,0,2,0,0,7,0
210,210,British Virgin Islands,8,0,1,0,7,0,0
211,211,Caribbean Netherlands,7,0,0,0,7,0,0
212,212,St. Barth,6,0,0,0,6,0,0
213,213,Anguilla,3,0,0,0,3,0,0
214,214,Saint Pierre Miquelon,1,0,0,0,1,0,0
215,215,China,83449,19,4634,0,78443,372,13
216,0,Total:,2867684,6612,159832,982,1300101,1407751,19460
217,0,Total:,1927875,1098,76056,31,1098279,753540,12589
218,0,Total:,2357913,1003,189091,17,1301937,866885,6074
219,0,Total:,2033074,6984,51178,197,1307290,674606,19113
220,0,Total:,338766,0,8889,0,163507,166370,850
221,0,Total:,9186,40,126,1,8522,538,2
222,0,Total:,721,0,15,0,651,55,4
223,0,Total:,9535219,15737,485187,1228,5180287,3869745,58092
