,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,Active Cases,Serious Cases
38,38,Oman,"31,076","+1,605",137 ,+6,"16,408","14,531",100
39,39,Philippines,"30,682",+630,"1,177 ",+8,"8,143","21,362",82
40,40,Afghanistan,"29,143",+310,598 ,+17,"8,841","19,704",19
41,41,Dominican Republic,"27,370",+693,669 ,+7,"15,338","11,363",175
42,42,Panama,"26,030",,501 ,,"14,359","11,170",129
43,43,Ireland,"25,379",,"1,715 ",,"22,698",966,17
44,44,Bolivia,"24,388",+876,773 ,+33,"5,454","18,161",71
45,45,Romania,"24,291",+246,"1,523 ",+11,"17,031","5,737",195
46,46,Bahrain,"21,764",,64 ,+1,"16,419","5,281",32
47,47,Israel,"20,869",+91,307 ,+1,"15,714","4,848",46
48,48,Armenia,"20,588",+320,360 ,+10,"9,131","11,097",10
49,49,Nigeria,"20,244",,518 ,,"6,879","12,847",7
50,50,Japan,"17,864",,953 ,,"16,108",803,59
51,51,Kazakhstan,"17,732",+507,120 ,,"10,897","6,715",121
52,52,Austria,"17,380",+39,690 ,,"16,241",449,10
53,53,Moldova,"14,363",+163,480 ,+7,"8,019","5,864",440
54,54,Ghana,"14,154",+147,85 ,,"10,473","3,596",6
55,55,Azerbaijan,"13,207",+478,161 ,+7,"7,168","5,878",66
56,56,Guatemala,"13,145",+390,531 ,+17,"2,711","9,903",5
57,57,Serbia,"12,990",+96,262 ,+1,"11,997",731,19
58,58,Honduras,"12,769",+463,363 ,+5,"1,293","11,113",13
59,59,Denmark,"12,527",+136,602 ,+2,"11,347",578,7
60,60,S. Korea,"12,438",+17,280 ,,"10,881","1,277",15
61,61,Cameroon,"11,892",,303 ,,"7,710","3,879",28
62,62,Algeria,"11,771",,845 ,,"8,422","2,504",41
63,63,Czechia,"10,498",,336 ,,"7,505","2,657",9
64,64,Morocco,"10,079",+102,214 ,,"8,319","1,546",7
65,65,Nepal,"9,561",+535,23 ,,"2,148","7,390",
66,66,Norway,"8,745",,248 ,+4,"8,138",359,7
67,67,Sudan,"8,698",+118,533 ,+12,"3,460","4,705",
68,68,Malaysia,"8,587",+15,121 ,,"8,177",289,2
69,69,Ivory Coast,"7,492",,54 ,,"3,068","4,370",
70,70,Australia,"7,474",+13,102 ,,"6,903",469,2
71,71,Finland,"7,144",+1,327 ,+1,"6,400",417,2
72,72,Uzbekistan,"6,401",+86,19 ,,"4,450","1,932",18
73,73,Senegal,"5,970",+82,86 ,+2,"3,953","1,931",21
74,74,DRC,"5,924",+98,135 ,+5,856,"4,933",
75,75,Tajikistan,"5,457",,52 ,,"3,995","1,410",
76,76,Haiti,"5,211",+134,88 ,,24,"5,099",
77,77,North Macedonia,"5,196",+90,247 ,+9,"1,974","2,975",55
78,78,Guinea,"4,988",,27 ,,"3,669","1,292",24
79,79,El Salvador,"4,808",+182,107 ,+9,"2,655","2,046",149
80,80,Kenya,"4,797",+59,125 ,+2,"1,680","2,992",7
81,81,Ethiopia,"4,663",+131,75 ,+1,"1,297","3,291",38
82,82,Djibouti,"4,599",+17,48 ,+3,"3,952",599,
83,83,Gabon,"4,428",,34 ,,"1,750","2,644",9
84,84,Luxembourg,"4,120",,110 ,,"3,956",54,1
85,85,Hungary,"4,102",+8,572 ,+2,"2,590",940,14
86,86,Venezuela,"3,917",,33 ,,835,"3,049",6
87,87,Bulgaria,"3,905",,199 ,,"2,074","1,632",13
88,88,Bosnia and Herzegovina,"3,525",+94,171 ,+2,"2,270","1,084",4
89,89,Kyrgyzstan,"3,356",+205,40 ,+3,"2,021","1,295",30
90,90,Greece,"3,287",+21,190 ,,"1,374","1,723",9
91,91,Thailand,"3,151",+3,58 ,,"3,022",71,1
92,92,Mauritania,"2,984",,111 ,,811,"2,062",11
93,93,CAR,"2,808",,23 ,,472,"2,313",2
94,94,Somalia,"2,779",,90 ,,782,"1,907",2
95,95,French Guiana,"2,441",,6 ,,930,"1,505",14
96,96,Mayotte,"2,434",+30,31 ,,"2,188",215,11
97,97,Croatia,"2,336",+19,107 ,,"2,142",87,
98,98,Cuba,"2,315",+3,85 ,,"2,113",117,1
99,99,Costa Rica,"2,213",,12 ,,"1,032","1,169",4
100,100,Maldives,"2,203",,8 ,,"1,803",392,9
101,101,Albania,"1,995",+33,44 ,,"1,159",792,10
102,102,Estonia,"1,981",,69 ,,"1,765",147,1
103,103,Mali,"1,961",+28,111 ,+2,"1,266",584,
104,104,Sri Lanka,"1,950",,11 ,,"1,526",413,1
105,105,South Sudan,"1,892",,34 ,,169,"1,689",2
106,106,Nicaragua,"1,823",,64 ,,"1,238",521,
107,107,Iceland,"1,823",,10 ,,"1,805",8,
108,108,Lithuania,"1,801",+3,76 ,,"1,475",250,16
109,109,Equatorial Guinea,"1,664",,32 ,,515,"1,117",
110,110,Madagascar,"1,640",+44,15 ,+1,692,933,8
111,111,Lebanon,"1,603",+16,32 ,,"1,077",494,8
112,112,Slovakia,"1,588",+1,28 ,,"1,447",113,
113,113,Guinea-Bissau,"1,541",,17 ,,153,"1,371",5
114,114,Slovenia,"1,521",+1,109 ,,"1,376",36,1
115,115,New Zealand,"1,513",+2,22 ,,"1,482",9,
116,116,Zambia,"1,430",,11 ,,"1,194",225,1
117,117,Paraguay,"1,379",,13 ,,871,495,1
118,118,Sierra Leone,"1,327",,55 ,,788,484,
119,119,Hong Kong,"1,162",+30,5 ,,"1,078",79,2
120,120,Tunisia,"1,159",+2,50 ,,"1,020",89,
121,121,Latvia,"1,111",,30 ,,903,178,1
122,122,Niger,"1,036",,67 ,,911,58,
123,123,Jordan,"1,033",,9 ,,739,285,3
124,124,Cyprus,986,,19 ,,824,143,4
125,125,Palestine,975,+142,3 ,,439,533,
126,126,Yemen,941,,256 ,,347,338,
127,127,Georgia,908,+2,14 ,,761,133,5
128,128,Burkina Faso,903,,53 ,,814,36,
129,129,Cabo Verde,890,,8 ,,413,469,
130,130,Congo,883,,27 ,,391,465,
131,131,Uruguay,876,,25 ,,814,37,4
132,132,Chad,858,,74 ,,752,32,
133,133,Andorra,855,,52 ,,796,7,8
134,134,Benin,807,+42,13 ,,253,541,2
135,135,Uganda,774,+4, ,,631,143,
136,136,Malawi,749,+19,11 ,,258,480,4
137,137,Mozambique,733,,5 ,,181,547,
138,138,Rwanda,728,,2 ,,359,367,
139,139,Diamond Princess,712,,13 ,,651,48,4
140,140,Sao Tome and Principe,698,,12 ,,203,483,
141,141,San Marino,697,+1,42 ,,627,28,
142,142,Malta,665,,9 ,,617,39,
143,143,Jamaica,659,+2,10 ,,516,133,1
144,144,Eswatini,635,,5 ,,285,345,5
145,145,Liberia,626,,34 ,,254,338,
146,146,Libya,571,,10 ,,103,458,
147,147,Channel Islands,570,,48 ,,512,10,
148,148,Togo,569,,13 ,,375,181,2
149,149,Tanzania,509,,21 ,,183,305,7
150,150,Réunion,506,,1 ,,460,45,2
151,151,Zimbabwe,489,,6 ,,64,419,
152,152,Taiwan,446,,7 ,,435,4,
153,153,Montenegro,362,,9 ,,315,38,
154,154,Vietnam,349,, ,,327,22,1
155,155,Mauritius,340,+3,10 ,,326,4,
156,156,Isle of Man,336,,24 ,,312,0,
157,157,Suriname,314,,8 ,,106,200,2
158,158,Myanmar,290,,6 ,,200,84,
159,159,Comoros,247,,5 ,,159,83,
160,160,Martinique,236,,14 ,,98,124,
161,161,Syria,219,+15,7 ,,83,129,
162,162,Mongolia,213,+7, ,,153,60,8
163,163,Cayman Islands,195,,1 ,,143,51,
164,164,Faeroe Islands,187,, ,,187,0,
165,165,Guyana,184,,12 ,,103,69,1
166,166,Angola,183,,9 ,,77,97,1
167,167,Gibraltar,176,, ,,176,0,
168,168,Guadeloupe,174,,14 ,,157,3,
169,169,Bermuda,146,,9 ,,132,5,2
170,170,Burundi,144,,1 ,,93,50,
171,171,Eritrea,143,, ,,39,104,
172,172,Brunei ,141,,3 ,,138,0,
173,173,Cambodia,129,, ,,127,2,1
174,174,Trinidad and Tobago,123,,8 ,,109,6,
175,175,Bahamas,104,,11 ,,77,16,1
176,176,Aruba,101,,3 ,,98,0,
177,177,Monaco,100,,4 ,,94,2,
178,178,Barbados,97,,7 ,,85,5,1
179,179,Botswana,89,,1 ,,25,63,1
180,180,Liechtenstein,83,+1,1 ,,69,13,1
181,181,Sint Maarten,77,,15 ,,62,0,
182,182,Bhutan,68,, ,,32,36,
183,183,Namibia,63,+8, ,,21,42,1
184,184,French Polynesia,60,, ,,60,0,
185,185,Macao,45,, ,,45,0,
186,186,Saint Martin,42,,3 ,,36,3,1
187,187,Gambia,37,,2  ,,24,11,
188,188,St. Vincent Grenadines,29,, ,,26,3,
189,189,Antigua and Barbuda,26,,3 ,,22,1,1
190,190,Timor-Leste,24,, ,,24,0,
191,191,Curaçao,23,,1 ,,19,3,
192,192,Grenada,23,, ,,23,0,
193,193,Belize,22,,2 ,,17,3,
194,194,New Caledonia,21,, ,,21,0,
195,195,Laos,19,, ,,19,0,
196,196,Saint Lucia,19,, ,,18,1,
197,197,Dominica,18,, ,,18,0,
198,198,Fiji,18,, ,,18,0,
199,199,Saint Kitts and Nevis,15,, ,,15,0,
200,200,Turks and Caicos,14,,1 ,,11,2,
201,201,Falkland Islands,13,, ,,13,0,
202,202,Greenland,13,, ,,13,0,
203,203,Vatican City,12,, ,,12,0,
204,204,Lesotho,12,+8, ,,2,10,
205,205,Montserrat,11,,1 ,,10,0,
206,206,Seychelles,11,, ,,11,0,
207,207,Western Sahara,10,+1,1 ,,8,1,
208,208,MS Zaandam,9,,2 ,,,7,
209,209,Papua New Guinea,9,+1, ,,8,1,
210,210,British Virgin Islands,8,,1 ,,7,0,
211,211,Caribbean Netherlands,7,, ,,7,0,
212,212,St. Barth,6,, ,,6,0,
213,213,Anguilla,3,, ,,3,0,
214,214,Saint Pierre Miquelon,1,, ,,1,0,
215,215,China,"83,396",+18,"4,634 ",,"78,413",349,10
216,,Total:,"2,743,744","+14,539","155,074","+1,130","1,222,707","1,365,963","19,364"
217,,Total:,"1,784,478","+5,484","71,552",+61,"1,001,220","711,706","12,535"
218,,Total:,"2,322,610","+11,491","187,799",+173,"1,264,793","870,018","6,274"
219,,Total:,"1,928,226","+27,402","48,779",+523,"1,225,708","653,739","19,187"
220,,Total:,"310,096",+943,"8,176",+28,"149,557","152,363",504
221,,Total:,"9,095",+16,124,,"8,492",479,2
222,,Total:,721,,15,,651,55,4
223,,Total:,"9,098,970","+59,875","471,519","+1,915","4,873,128","3,754,323","57,870"
